corpus_id,domain,subdomain,corpus_or_collection,scope_tier,languages,geography_tradition,desired_representation,unit_of_completeness,minimum_complete_package,priority,primary_acquisition_route,agent_can_acquire_without_user_action,user_action_required,digital_availability,preferred_source_or_partner,rights_status,inventory_status,source_url,notes
COR-0259,05 Darshana Theology Commentary,Vedanta schools,Bhedabheda Vedanta corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0260,05 Darshana Theology Commentary,Vedanta schools,Dvaitadvaita/Nimbarka corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0261,05 Darshana Theology Commentary,Vedanta schools,Shuddhadvaita/Vallabha corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0262,05 Darshana Theology Commentary,Vedanta schools,Achintya Bhedabheda/Gaudiya Vedanta corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0263,05 Darshana Theology Commentary,Vedanta schools,Ramanandi Vedanta corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0264,05 Darshana Theology Commentary,Vedanta schools,Swaminarayan/Akshara-Purushottama Vedanta corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0265,05 Darshana Theology Commentary,Vedanta schools,"Modern Vedanta — Ramakrishna, Vivekananda and successors",CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0266,05 Darshana Theology Commentary,Vedanta schools,Modern Integral Vedanta — Sri Aurobindo corpus,CORE,Sanskrit and regional/modern languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Public-domain download plus publisher/mission permissions for protected editions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0267,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Shaiva Siddhanta philosophical corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0268,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Kashmir Shaiva Pratyabhijna corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0269,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Virashaiva/Lingayat philosophical corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0270,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Shakta theology and goddess philosophy corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0271,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Pashupata and Lakulisha corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0272,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Shaiva Bhakti theological commentaries,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0273,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Sri Vaishnava Rahasyatraya and commentary corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0274,05 Darshana Theology Commentary,Shaiva Shakta and devotional theology,Gaudiya Goswami theological corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0275,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Gautama Dharmasutra,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0276,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Baudhayana Dharmasutra,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0277,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Apastamba Dharmasutra,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0278,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Vasishtha Dharmasutra,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0279,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Manusmriti and major commentaries,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0280,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Yajnavalkya Smriti and major commentaries,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0281,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Narada Smriti,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0282,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Vishnu Smriti,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0283,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Parashara Smriti,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0284,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Brihaspati Smriti fragments,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0285,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Katyayana Smriti fragments,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0286,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Daksha Smriti,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0287,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,Samvarta Smriti,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0288,06 Dharma Conduct and Samskara,Dharmasutra and Smriti,All minor Smritis — enumeration program,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0289,06 Dharma Conduct and Samskara,Nibandha and practice,Dharmashastra nibandha/digest corpus,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0290,06 Dharma Conduct and Samskara,Nibandha and practice,Mitakshara,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0291,06 Dharma Conduct and Samskara,Nibandha and practice,Dayabhaga,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0292,06 Dharma Conduct and Samskara,Nibandha and practice,Viramitrodaya,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0293,06 Dharma Conduct and Samskara,Nibandha and practice,Dharmasindhu,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0294,06 Dharma Conduct and Samskara,Nibandha and practice,Nirnayasindhu,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0295,06 Dharma Conduct and Samskara,Nibandha and practice,Smritichandrika,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0296,06 Dharma Conduct and Samskara,Nibandha and practice,Chaturvargachintamani,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0297,06 Dharma Conduct and Samskara,Nibandha and practice,Kane History of Dharmasastra,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0298,06 Dharma Conduct and Samskara,Nibandha and practice,Samskara manuals by Vedic school and region,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0299,06 Dharma Conduct and Samskara,Nibandha and practice,Antyeshti and shraddha manuals by tradition,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0300,06 Dharma Conduct and Samskara,Nibandha and practice,Prayashchitta manuals,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0301,06 Dharma Conduct and Samskara,Nibandha and practice,Dana and vrata manuals,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0302,07 Bhakti and Vernacular,Tamil,Nalayira Divya Prabandham with commentaries,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0303,07 Bhakti and Vernacular,Tamil,Tiruppavai commentarial corpus,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0304,07 Bhakti and Vernacular,Tamil,Tiruvaymoli commentarial corpus,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0305,07 Bhakti and Vernacular,Tamil,Twelve Tirumurai complete canon,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0306,07 Bhakti and Vernacular,Tamil,Tevaram complete corpus,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0307,07 Bhakti and Vernacular,Tamil,Tiruvacakam,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0308,07 Bhakti and Vernacular,Tamil,Periyapuranam,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0309,07 Bhakti and Vernacular,Tamil,Tirumantiram,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0310,07 Bhakti and Vernacular,Tamil,Abhirami Antati,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0311,07 Bhakti and Vernacular,Tamil,Kandar Anubhuti and Tiruppugazh,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0312,07 Bhakti and Vernacular,Tamil,Tamil Ramalinga Vallalar/Tiruvarutpa corpus,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0313,07 Bhakti and Vernacular,Tamil,Tamil temple talapuranam corpus,CORE,Tamil,Tamil traditions and diaspora,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,Project Madurai|CICT|Tamil Virtual Academy|HRCE|publishers,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0314,07 Bhakti and Vernacular,Kannada,Vachana Sahitya complete corpora by vachanakara,CORE,Kannada,Karnataka traditions,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
